100.1
99.2
100.6
99.9
99.7
100.9
100.4
100
99.9
100.3
99
97.9
98.4
100.3
101
100.2
99.1
99.7
99.6
99.7
99.5
99.3
100.5
98.4
99.9
98.6
98.5
98.7
99.9
99.6
99.5
100.2
100.4
97.4
97.8
99.4
99.6
100.1
98.8
99.3
98.6
101
100
100
99.6
99.5
99.3
101.8
97
100.2
99.2
97.9
98.1
97.2
100.2
99.7
97.9
100
99.6
99.6
98.4
99
99.3
100.7
98.4
100.2
99.9
101.1
100.1
98.4
99.2
99.3
98.7
99.3
100.2
99
99.7
98.2
100.8
101.4
99.4
97
98.5
98.1
99
97.4
98.6
101.1
100.1
99.7
97.5
100.8
101.5
99.4
100.3
99.2
98.9
99.4
101.4
100
98
99.4
99.8
99.6
97.8
100.9
98.9
99.7
99.8
99
101
101.5
99.3
100.1
101
99
100.1
100.7
99.5
98.6
100
100.1
100.6
101.6
100.5
97.9
98.7
100
98.3
99.9
99.2
99.7
100.8
98.7
100.5
98.6
100.2
100.1
98.2
100
99.6
100.3
99.5
98.9
100.5
97.4
99.9
101.8
99.7
98.5
